"","X","TransectGroup","SPECIES","Count.FF","Count.POV","Count.BM","Count.TC","Photo.ID","BSS.1","BSS.2","BSS.3","Glare.1","Glare.2","Glare.3","BH.W","BH.F","BH.WF","BH.FW","BH.2F1W","BH.B","BH.BW","BH.Piling","BH.P","BH.F1W","BH.M","BH.H","BH.R","platform","Group","sp.group"
"3989","718","20120308_121 10","SCAU",1,0,"0","0","9287","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"," 10","scaup"
"3990","718","20120308_121 10","SUSC",1,0,"0","0","9287","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"," 10","surf scoter"
"3991","718","20120308_121 10","WWSC",0,0,"0","0","9287","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"," 10","white-winged scoter"
"3992","723","20120308_121 2","BLSC",0,0,"0","0","9227","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 2","black scoter"
"3993","723","20120308_121 2","SUSC",1,0,"0","0","9227","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 2","surf scoter"
"3994","723","20120308_121 2","WWSC",0,0,"0","0","9227","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 2","white-winged scoter"
"3995","725","20120308_121 3","COLO",0,0,"0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 3","common loon"
"3996","725","20120308_121 3","PALO",0,0,"0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 3","Pacific loon"
"3997","725","20120308_121 3","RTLO",0,0,"0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 3","red-throated loon"
"3998","730","20120308_121 7","BAGO",0,0,"1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 7","Barrow's goldeneye"
"3999","730","20120308_121 7","COGO",0,0,"1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 7","common goldeneye"
"4000","733","20120308_121 8","SUSC",1,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","surf scoter"
"4001","733","20120308_121 8","COLO",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","common loon"
"4002","733","20120308_121 8","BUFF",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","bufflehead"
"4003","733","20120308_121 8","HOGR",1,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","horned grebe"
"4004","733","20120308_121 8","WEGR",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","western grebe"
"4005","733","20120308_121 8","COMU",1,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","common murre"
"4006","733","20120308_121 8","GWGU",1,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","gull"
"4007","733","20120308_121 8","WWSC",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","white-winged scoter"
"4008","733","20120308_121 8","DCCO",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","double-crested cormorant"
"4009","733","20120308_121 8","MALL",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","mallard duck"
"4010","733","20120308_121 8","AMWI",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","American wigeon"
"4011","733","20120308_121 8","EUWI",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","Eurasian wigeon"
"4012","733","20120308_121 8","NOPI",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","northern pintail"
"4013","733","20120308_121 8","RBME",1,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","red-breasted merganser"
"4014","733","20120308_121 8","BLBR",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","goose"
"4015","733","20120308_121 8","COGO",1,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","common goldeneye"
"4016","733","20120308_121 8","SCAU",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","scaup"
"4017","733","20120308_121 8","MAMU",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","marbled murrelet"
"4018","733","20120308_121 8","LTDU",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","long-tailed duck"
"4019","733","20120308_121 8","RHAU",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","rhinoceros auklet"
"4020","733","20120308_121 8","PIGU",1,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","pigeon guillemot"
"4021","733","20120308_121 8","HADU",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","Harlequin duck"
"4022","733","20120308_121 8","RTLO",1,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","red-throated loon"
"4023","733","20120308_121 8","BAGO",1,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","Barrow's goldeneye"
"4024","733","20120308_121 8","RNGR",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","red-necked grebe"
"4025","733","20120308_121 8","PECO",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","pelagic cormorant"
"4026","733","20120308_121 8","PALO",1,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","Pacific loon"
"4027","733","20120308_121 8","RUDU",1,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","ruddy duck"
"4028","733","20120308_121 8","ANMU",1,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","ancient murrelet"
"4029","733","20120308_121 8","COME",1,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","common merganser"
"4030","733","20120308_121 8","BLSC",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","black scoter"
"4031","734","20120308_121 9","AMWI",1,0,"0","0","9269","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 9","American wigeon"
"4032","734","20120308_121 9","BAGO",0,0,"0","0","9269","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 9","Barrow's goldeneye"
"4033","734","20120308_121 9","BLSC",0,0,"0","0","9269","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 9","black scoter"
"4034","734","20120308_121 9","BUFF",1,0,"0","0","9269","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 9","bufflehead"
"4035","734","20120308_121 9","COGO",1,0,"0","0","9269","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 9","common goldeneye"
"4036","734","20120308_121 9","COME",0,0,"0","0","9269","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 9","common merganser"
"4037","734","20120308_121 9","EUWI",0,0,"0","0","9269","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 9","Eurasian wigeon"
"4038","734","20120308_121 9","HADU",1,0,"0","0","9269","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 9","Harlequin duck"
"4039","734","20120308_121 9","LTDU",1,0,"0","0","9269","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 9","long-tailed duck"
"4040","734","20120308_121 9","MALL",0,0,"0","0","9269","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 9","mallard duck"
"4041","734","20120308_121 9","NOPI",0,0,"0","0","9269","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 9","northern pintail"
"4042","734","20120308_121 9","RBME",1,0,"0","0","9269","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 9","red-breasted merganser"
"4043","734","20120308_121 9","RUDU",1,0,"0","0","9269","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 9","ruddy duck"
"4044","734","20120308_121 9","SCAU",1,0,"0","0","9269","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 9","scaup"
"4045","734","20120308_121 9","SUSC",1,0,"0","0","9269","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 9","surf scoter"
"4046","734","20120308_121 9","WWSC",0,0,"0","0","9269","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 9","white-winged scoter"
"4047","739","20120308_122 2","AMWI",1,0,"0","0","9322","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","American wigeon"
"4048","739","20120308_122 2","BAGO",0,0,"0","0","9322","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","Barrow's goldeneye"
"4049","739","20120308_122 2","BLSC",0,0,"0","0","9322","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","black scoter"
"4050","739","20120308_122 2","BUFF",1,0,"0","0","9322","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","bufflehead"
"4051","739","20120308_122 2","COGO",1,0,"0","0","9322","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","common goldeneye"
"4052","739","20120308_122 2","COME",0,0,"0","0","9322","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","common merganser"
"4053","739","20120308_122 2","EUWI",0,0,"0","0","9322","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","Eurasian wigeon"
"4054","739","20120308_122 2","HADU",1,0,"0","0","9322","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","Harlequin duck"
"4055","739","20120308_122 2","LTDU",1,0,"0","0","9322","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","long-tailed duck"
"4056","739","20120308_122 2","MALL",0,0,"0","0","9322","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","mallard duck"
"4057","739","20120308_122 2","NOPI",0,0,"0","0","9322","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","northern pintail"
"4058","739","20120308_122 2","RBME",1,0,"0","0","9322","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","red-breasted merganser"
"4059","739","20120308_122 2","RUDU",1,0,"0","0","9322","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","ruddy duck"
"4060","739","20120308_122 2","SCAU",1,0,"0","0","9322","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","scaup"
"4061","739","20120308_122 2","SUSC",1,0,"0","0","9322","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","surf scoter"
"4062","739","20120308_122 2","WWSC",0,0,"0","0","9322","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","white-winged scoter"
"4063","744","20120308_122 4","BAGO",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","Barrow's goldeneye"
"4064","744","20120308_122 4","COGO",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","common goldeneye"
"4065","743","20120308_122 4","AMWI",1,0,"0","0","9357","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","American wigeon"
"4066","743","20120308_122 4","BAGO",0,0,"0","0","9357","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","Barrow's goldeneye"
"4067","743","20120308_122 4","BLSC",0,0,"0","0","9357","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","black scoter"
"4068","743","20120308_122 4","BUFF",1,0,"0","0","9357","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","bufflehead"
"4069","743","20120308_122 4","COGO",1,0,"0","0","9357","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","common goldeneye"
"4070","743","20120308_122 4","COME",0,0,"0","0","9357","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","common merganser"
"4071","743","20120308_122 4","EUWI",0,0,"0","0","9357","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","Eurasian wigeon"
"4072","743","20120308_122 4","HADU",1,0,"0","0","9357","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","Harlequin duck"
"4073","743","20120308_122 4","LTDU",1,0,"0","0","9357","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","long-tailed duck"
"4074","743","20120308_122 4","MALL",0,0,"0","0","9357","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","mallard duck"
"4075","743","20120308_122 4","NOPI",0,0,"0","0","9357","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","northern pintail"
"4076","743","20120308_122 4","RBME",1,0,"0","0","9357","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","red-breasted merganser"
"4077","743","20120308_122 4","RUDU",1,0,"0","0","9357","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","ruddy duck"
"4078","743","20120308_122 4","SCAU",1,0,"0","0","9357","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","scaup"
"4079","743","20120308_122 4","SUSC",1,0,"0","0","9357","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","surf scoter"
"4080","743","20120308_122 4","WWSC",0,0,"0","0","9357","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","white-winged scoter"
"4081","751","20120308_123 10","AMWI",0,0,"0","45","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"," 10","American wigeon"
"4082","751","20120308_123 10","BAGO",0,0,"0","45","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"," 10","Barrow's goldeneye"
"4083","751","20120308_123 10","BLSC",0,0,"0","45","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"," 10","black scoter"
"4084","751","20120308_123 10","BUFF",0,0,"0","45","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"," 10","bufflehead"
"4085","751","20120308_123 10","COGO",0,0,"0","45","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"," 10","common goldeneye"
"4086","751","20120308_123 10","COME",0,0,"0","45","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"," 10","common merganser"
"4087","751","20120308_123 10","EUWI",0,0,"0","45","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"," 10","Eurasian wigeon"
"4088","751","20120308_123 10","HADU",0,0,"0","45","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"," 10","Harlequin duck"
"4089","751","20120308_123 10","LTDU",0,0,"0","45","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"," 10","long-tailed duck"
"4090","751","20120308_123 10","MALL",0,0,"0","45","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"," 10","mallard duck"
"4091","751","20120308_123 10","NOPI",0,0,"0","45","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"," 10","northern pintail"
"4092","751","20120308_123 10","RBME",0,0,"0","45","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"," 10","red-breasted merganser"
"4093","751","20120308_123 10","RUDU",0,0,"0","45","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"," 10","ruddy duck"
"4094","751","20120308_123 10","SCAU",0,0,"0","45","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"," 10","scaup"
"4095","751","20120308_123 10","SUSC",0,0,"0","45","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"," 10","surf scoter"
"4096","751","20120308_123 10","WWSC",0,0,"0","45","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"," 10","white-winged scoter"
"4097","762","20120308_123 9","BAGO",0,0,"0","0","9413","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3 9","Barrow's goldeneye"
"4098","762","20120308_123 9","COGO",1,0,"0","0","9413","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3 9","common goldeneye"
"4099","805","20120308_132 2","SUSC",1,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","surf scoter"
"4100","805","20120308_132 2","COLO",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","common loon"
"4101","805","20120308_132 2","BUFF",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","bufflehead"
"4102","805","20120308_132 2","HOGR",1,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","horned grebe"
"4103","805","20120308_132 2","WEGR",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","western grebe"
"4104","805","20120308_132 2","COMU",1,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","common murre"
"4105","805","20120308_132 2","GWGU",1,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","gull"
"4106","805","20120308_132 2","WWSC",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","white-winged scoter"
"4107","805","20120308_132 2","DCCO",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","double-crested cormorant"
"4108","805","20120308_132 2","MALL",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","mallard duck"
"4109","805","20120308_132 2","AMWI",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","American wigeon"
"4110","805","20120308_132 2","EUWI",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","Eurasian wigeon"
"4111","805","20120308_132 2","NOPI",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","northern pintail"
"4112","805","20120308_132 2","RBME",1,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","red-breasted merganser"
"4113","805","20120308_132 2","BLBR",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","goose"
"4114","805","20120308_132 2","COGO",1,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","common goldeneye"
"4115","805","20120308_132 2","SCAU",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","scaup"
"4116","805","20120308_132 2","MAMU",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","marbled murrelet"
"4117","805","20120308_132 2","LTDU",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","long-tailed duck"
"4118","805","20120308_132 2","RHAU",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","rhinoceros auklet"
"4119","805","20120308_132 2","PIGU",1,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","pigeon guillemot"
"4120","805","20120308_132 2","HADU",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","Harlequin duck"
"4121","805","20120308_132 2","RTLO",1,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","red-throated loon"
"4122","805","20120308_132 2","BAGO",1,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","Barrow's goldeneye"
"4123","805","20120308_132 2","RNGR",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","red-necked grebe"
"4124","805","20120308_132 2","PECO",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","pelagic cormorant"
"4125","805","20120308_132 2","PALO",1,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","Pacific loon"
"4126","805","20120308_132 2","RUDU",1,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","ruddy duck"
"4127","805","20120308_132 2","ANMU",1,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","ancient murrelet"
"4128","805","20120308_132 2","COME",1,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","common merganser"
"4129","805","20120308_132 2","BLSC",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","black scoter"
"4130","813","20120308_133 2","COLO",0,1,"0","0","17535","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","common loon"
"4131","813","20120308_133 2","PALO",0,0,"0","0","17535","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","Pacific loon"
"4132","813","20120308_133 2","RTLO",0,1,"0","0","17535","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","red-throated loon"
"4133","820","20120308_133 4","DCCO",0,0,"1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 4","double-crested cormorant"
"4134","820","20120308_133 4","PECO",0,0,"1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 4","pelagic cormorant"
"4135","822","20120308_133 5","COLO",0,0,"1","0","17582","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 5","common loon"
"4136","822","20120308_133 5","PALO",0,0,"1","0","17582","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 5","Pacific loon"
"4137","822","20120308_133 5","RTLO",0,0,"1","0","17582","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 5","red-throated loon"
"4138","866","20120308_143 2","SUSC",0,2,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","surf scoter"
"4139","866","20120308_143 2","COLO",0,0,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","common loon"
"4140","866","20120308_143 2","BUFF",0,0,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","bufflehead"
"4141","866","20120308_143 2","HOGR",0,2,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","horned grebe"
"4142","866","20120308_143 2","WEGR",0,0,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","western grebe"
"4143","866","20120308_143 2","COMU",0,2,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","common murre"
"4144","866","20120308_143 2","GWGU",0,2,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","gull"
"4145","866","20120308_143 2","WWSC",0,1,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","white-winged scoter"
"4146","866","20120308_143 2","DCCO",0,0,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","double-crested cormorant"
"4147","866","20120308_143 2","MALL",0,0,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","mallard duck"
"4148","866","20120308_143 2","AMWI",0,1,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","American wigeon"
"4149","866","20120308_143 2","EUWI",0,0,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","Eurasian wigeon"
"4150","866","20120308_143 2","NOPI",0,0,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","northern pintail"
"4151","866","20120308_143 2","RBME",0,2,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","red-breasted merganser"
"4152","866","20120308_143 2","BLBR",0,1,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","goose"
"4153","866","20120308_143 2","COGO",0,2,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","common goldeneye"
"4154","866","20120308_143 2","SCAU",0,0,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","scaup"
"4155","866","20120308_143 2","MAMU",0,0,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","marbled murrelet"
