"","X","TransectGroup","SPECIES","Count.FF","Count.POV","Count.BM","Count.TC","Photo.ID","BSS.1","BSS.2","BSS.3","Glare.1","Glare.2","Glare.3","BH.W","BH.F","BH.WF","BH.FW","BH.2F1W","BH.B","BH.BW","BH.Piling","BH.P","BH.F1W","BH.M","BH.H","BH.R","platform","Group","sp.group"
"4156","866","20120308_143 2","LTDU",0,0,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","long-tailed duck"
"4157","866","20120308_143 2","RHAU",0,0,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","rhinoceros auklet"
"4158","866","20120308_143 2","PIGU",0,1,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","pigeon guillemot"
"4159","866","20120308_143 2","HADU",0,0,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","Harlequin duck"
"4160","866","20120308_143 2","RTLO",0,2,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","red-throated loon"
"4161","866","20120308_143 2","BAGO",0,1,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","Barrow's goldeneye"
"4162","866","20120308_143 2","RNGR",0,0,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","red-necked grebe"
"4163","866","20120308_143 2","PECO",0,1,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","pelagic cormorant"
"4164","866","20120308_143 2","PALO",0,2,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","Pacific loon"
"4165","866","20120308_143 2","RUDU",0,2,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","ruddy duck"
"4166","866","20120308_143 2","ANMU",0,1,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","ancient murrelet"
"4167","866","20120308_143 2","COME",0,1,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","common merganser"
"4168","866","20120308_143 2","BLSC",0,1,"0","0","18866","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","black scoter"
"4169","934","20120308_163 1","SUSC",1,1,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","surf scoter"
"4170","934","20120308_163 1","COLO",0,0,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","common loon"
"4171","934","20120308_163 1","BUFF",0,0,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","bufflehead"
"4172","934","20120308_163 1","HOGR",1,1,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","horned grebe"
"4173","934","20120308_163 1","WEGR",0,0,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","western grebe"
"4174","934","20120308_163 1","COMU",1,1,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","common murre"
"4175","934","20120308_163 1","GWGU",1,1,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","gull"
"4176","934","20120308_163 1","WWSC",0,0,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","white-winged scoter"
"4177","934","20120308_163 1","DCCO",0,0,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","double-crested cormorant"
"4178","934","20120308_163 1","MALL",0,0,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","mallard duck"
"4179","934","20120308_163 1","AMWI",0,0,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","American wigeon"
"4180","934","20120308_163 1","EUWI",0,0,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","Eurasian wigeon"
"4181","934","20120308_163 1","NOPI",0,0,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","northern pintail"
"4182","934","20120308_163 1","RBME",1,1,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","red-breasted merganser"
"4183","934","20120308_163 1","BLBR",0,0,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","goose"
"4184","934","20120308_163 1","COGO",1,1,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","common goldeneye"
"4185","934","20120308_163 1","SCAU",0,0,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","scaup"
"4186","934","20120308_163 1","MAMU",0,0,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","marbled murrelet"
"4187","934","20120308_163 1","LTDU",0,0,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","long-tailed duck"
"4188","934","20120308_163 1","RHAU",0,0,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","rhinoceros auklet"
"4189","934","20120308_163 1","PIGU",1,1,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","pigeon guillemot"
"4190","934","20120308_163 1","HADU",0,0,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","Harlequin duck"
"4191","934","20120308_163 1","RTLO",1,1,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","red-throated loon"
"4192","934","20120308_163 1","BAGO",1,1,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","Barrow's goldeneye"
"4193","934","20120308_163 1","RNGR",0,0,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","red-necked grebe"
"4194","934","20120308_163 1","PECO",0,0,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","pelagic cormorant"
"4195","934","20120308_163 1","PALO",1,1,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","Pacific loon"
"4196","934","20120308_163 1","RUDU",1,1,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","ruddy duck"
"4197","934","20120308_163 1","ANMU",1,1,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","ancient murrelet"
"4198","934","20120308_163 1","COME",1,1,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","common merganser"
"4199","934","20120308_163 1","BLSC",0,0,"0","0","21764","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 1","black scoter"
"4200","945","20120308_164 2","BAGO",0,0,"0","10","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","Barrow's goldeneye"
"4201","945","20120308_164 2","COGO",0,0,"0","10","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","common goldeneye"
"4202","971","20120309_001 3","COLO",1,1,"0","0","175","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 3","common loon"
"4203","971","20120309_001 3","PALO",0,0,"0","0","175","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 3","Pacific loon"
"4204","971","20120309_001 3","RTLO",1,1,"0","0","175","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 3","red-throated loon"
"4205","974","20120309_001 5","COLO",2,1,"2","0","185","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 5","common loon"
"4206","974","20120309_001 5","PALO",0,0,"2","0","185","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 5","Pacific loon"
"4207","974","20120309_001 5","RTLO",2,1,"2","0","185","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 5","red-throated loon"
"4208","1011","20120309_039 2","BLSC",0,0,"0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","black scoter"
"4209","1011","20120309_039 2","SUSC",0,0,"0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","surf scoter"
"4210","1011","20120309_039 2","WWSC",0,0,"0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","white-winged scoter"
"4211","1010","20120309_039 2","SUSC",2,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","surf scoter"
"4212","1010","20120309_039 2","COLO",0,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","common loon"
"4213","1010","20120309_039 2","BUFF",1,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","bufflehead"
"4214","1010","20120309_039 2","HOGR",3,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","horned grebe"
"4215","1010","20120309_039 2","WEGR",0,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","western grebe"
"4216","1010","20120309_039 2","COMU",3,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","common murre"
"4217","1010","20120309_039 2","GWGU",2,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","gull"
"4218","1010","20120309_039 2","WWSC",1,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","white-winged scoter"
"4219","1010","20120309_039 2","DCCO",0,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","double-crested cormorant"
"4220","1010","20120309_039 2","MALL",0,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","mallard duck"
"4221","1010","20120309_039 2","AMWI",1,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","American wigeon"
"4222","1010","20120309_039 2","EUWI",0,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","Eurasian wigeon"
"4223","1010","20120309_039 2","NOPI",0,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","northern pintail"
"4224","1010","20120309_039 2","RBME",3,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","red-breasted merganser"
"4225","1010","20120309_039 2","BLBR",1,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","goose"
"4226","1010","20120309_039 2","COGO",3,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","common goldeneye"
"4227","1010","20120309_039 2","SCAU",0,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","scaup"
"4228","1010","20120309_039 2","MAMU",0,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","marbled murrelet"
"4229","1010","20120309_039 2","LTDU",0,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","long-tailed duck"
"4230","1010","20120309_039 2","RHAU",0,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","rhinoceros auklet"
"4231","1010","20120309_039 2","PIGU",2,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","pigeon guillemot"
"4232","1010","20120309_039 2","HADU",0,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","Harlequin duck"
"4233","1010","20120309_039 2","RTLO",3,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","red-throated loon"
"4234","1010","20120309_039 2","BAGO",2,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","Barrow's goldeneye"
"4235","1010","20120309_039 2","RNGR",0,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","red-necked grebe"
"4236","1010","20120309_039 2","PECO",1,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","pelagic cormorant"
"4237","1010","20120309_039 2","PALO",3,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","Pacific loon"
"4238","1010","20120309_039 2","RUDU",3,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","ruddy duck"
"4239","1010","20120309_039 2","ANMU",2,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","ancient murrelet"
"4240","1010","20120309_039 2","COME",2,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","common merganser"
"4241","1010","20120309_039 2","BLSC",1,0,"0","0","3233","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9 2","black scoter"
"4242","1022","20120309_040 1","AMWI",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 1","American wigeon"
"4243","1022","20120309_040 1","BAGO",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 1","Barrow's goldeneye"
"4244","1022","20120309_040 1","BLSC",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 1","black scoter"
"4245","1022","20120309_040 1","BUFF",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 1","bufflehead"
"4246","1022","20120309_040 1","COGO",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 1","common goldeneye"
"4247","1022","20120309_040 1","COME",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 1","common merganser"
"4248","1022","20120309_040 1","EUWI",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 1","Eurasian wigeon"
"4249","1022","20120309_040 1","HADU",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 1","Harlequin duck"
"4250","1022","20120309_040 1","LTDU",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 1","long-tailed duck"
"4251","1022","20120309_040 1","MALL",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 1","mallard duck"
"4252","1022","20120309_040 1","NOPI",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 1","northern pintail"
"4253","1022","20120309_040 1","RBME",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 1","red-breasted merganser"
"4254","1022","20120309_040 1","RUDU",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 1","ruddy duck"
"4255","1022","20120309_040 1","SCAU",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 1","scaup"
"4256","1022","20120309_040 1","SUSC",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 1","surf scoter"
"4257","1022","20120309_040 1","WWSC",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 1","white-winged scoter"
"4258","1027","20120309_040 4","DCCO",6,6,"17","13","5410","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 4","double-crested cormorant"
"4259","1027","20120309_040 4","PECO",13,13,"17","13","5410","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 4","pelagic cormorant"
"4260","1029","20120309_040 6","DCCO",1,0,"1","1","5437","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 6","double-crested cormorant"
"4261","1029","20120309_040 6","PECO",1,1,"1","1","5437","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 6","pelagic cormorant"
"4262","1030","20120309_040 7","SUSC",1,0,"0","0","3336","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 7","surf scoter"
"4263","1030","20120309_040 7","COLO",0,0,"0","0","3336","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 7","common loon"
"4264","1030","20120309_040 7","BUFF",0,0,"0","0","3336","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 7","bufflehead"
"4265","1030","20120309_040 7","HOGR",1,0,"0","0","3336","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 7","horned grebe"
"4266","1030","20120309_040 7","WEGR",0,0,"0","0","3336","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 7","western grebe"
"4267","1030","20120309_040 7","COMU",1,0,"0","0","3336","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 7","common murre"
"4268","1030","20120309_040 7","GWGU",1,0,"0","0","3336","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 7","gull"
"4269","1030","20120309_040 7","WWSC",0,0,"0","0","3336","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 7","white-winged scoter"
"4270","1030","20120309_040 7","DCCO",0,0,"0","0","3336","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 7","double-crested cormorant"
"4271","1030","20120309_040 7","MALL",0,0,"0","0","3336","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 7","mallard duck"
