"","TransectGroup","SPECIES","Count.FF","Count.POV","Count.BM","Count.TC","Photo.ID","BSS.1","BSS.2","BSS.3","Glare.1","Glare.2","Glare.3","BH.W","BH.F","BH.WF","BH.FW","BH.2F1W","BH.B","BH.BW","BH.Piling","BH.P","BH.F1W","BH.M","BH.H","BH.R","Front","Rear","Fr.Det","Rr.Det","platform","Group"
"162","20120308_029 1","BLBR",10,4,10,8,4283,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"9 1"
"163","20120308_029 1","BUFF",0,1,0,0,4287,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"9 1"
"164","20120308_029 1","UNSB",1,1,0,0,4283,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"9 1"
"165","20120308_029 2","BUFF",0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,1,"9 2"
"166","20120308_029 2","COGO",3,3,2,2,4288,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"9 2"
"167","20120308_029 2","COMU",0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,1,"9 2"
"168","20120308_029 2","UNDD",0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,1,"9 2"
"169","20120308_029 2","UNDU",2,0,0,0,2324,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"9 2"
"170","20120308_029 2","UNSB",0,1,0,0,4291,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"9 2"
"171","20120308_029 3","BLBR",8,17,18,17,4313,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"9 3"
"172","20120308_029 4","UNGU",1,1,1,1,4349,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"9 4"
"173","20120308_029 5","UBWG",2,1,3,2,4407,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"9 5"
"174","20120308_029 5","UNGU",0,1,0,0,4409,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"9 5"
"175","20120308_030 1","MAMU",1,1,0,0,4474,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"0 1"
"176","20120308_030 1","OLDS",5,3,3,3,4475,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"0 1"
"177","20120308_030 1","RHAU",1,0,0,0,2427,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"0 1"
"178","20120308_030 1","UNDD",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,0,1,"0 1"
"179","20120308_030 2","UNSB",2,0,0,0,2429,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"0 2"
"180","20120308_030 3","COLO",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,1,"0 3"
"181","20120308_030 3","UNLO",1,1,0,0,4487,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"0 3"
"182","20120308_030 4","UBWG",1,1,1,1,4499,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"0 4"
"183","20120308_032 1","SUSC",0,1,1,1,4584,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"2 1"
"184","20120308_032 2","OLDS",3,2,0,1,4600,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"2 2"
"185","20120308_032 3","OLDS",1,1,1,0,4616,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"2 3"
"186","20120308_032 4","OLDS",1,0,0,0,2531,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"2 4"
"187","20120308_032 5","OLDS",0,1,1,0,4667,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,1,"2 5"
"188","20120308_036 1","OLDS",1,0,1,1,2890,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"6 1"
"189","20120308_036 2","OLDS",1,1,1,1,5327,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"6 2"
"190","20120308_037 1","COMU",0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,0,4,"7 1"
"191","20120308_037 10","COMU",1,0,0,0,3031,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2," 10"
"192","20120308_037 2","COMU",1,0,1,1,2961,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"7 2"
"193","20120308_037 3","HOGR",1,0,0,0,2971,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"7 3"
"194","20120308_037 4","OLDS",1,0,1,1,2983,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"7 4"
"195","20120308_037 5","COMU",3,0,0,0,2983,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"7 5"
"196","20120308_037 6","HOGR",12,0,0,6,2994,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"7 6"
"197","20120308_037 7","COMU",7,0,4,7,3003,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"7 7"
"198","20120308_037 8","MAMU",2,0,2,2,3008,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"7 8"
"199","20120308_037 8","UNML",2,0,0,0,3008,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"7 8"
"200","20120308_037 9","COMU",1,0,0,0,3030,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"7 9"
"201","20120308_038 1","UBWG",1,0,1,1,3134,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"8 1"
"202","20120308_038 2","UNGU",1,0,1,1,3140,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"8 2"
"203","20120308_038 3","UNSB",1,0,0,0,3146,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"8 3"
"204","20120308_039 1","OLDS",2,0,2,0,3233,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,2,"9 1"
"205","20120308_039 1","PIGU",0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"9 1"
"206","20120308_039 2","UNSB",3,0,0,0,3251,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"9 2"
"207","20120308_039 3","BUFF",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"9 3"
"208","20120308_039 3","HOGR",1,0,1,0,3263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,2,"9 3"
"209","20120308_039 3","PIGU",2,0,0,0,3267,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"9 3"
"210","20120308_040 1","RTLO",1,0,1,0,3270,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,2,"0 1"
"211","20120308_040 2","HOGR",1,0,0,0,3297,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 2"
"212","20120308_040 2","RTLO",2,0,1,0,3297,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,2,"0 2"
"213","20120308_040 3","OLDS",4,0,4,4,3302,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 3"
"214","20120308_040 4","RTLO",4,0,3,0,3309,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,2,"0 4"
"215","20120308_040 4","UNCO",10,10,10,12,5945,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"0 4"
"216","20120308_040 4","UNGU",1,1,1,1,5945,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"0 4"
"217","20120308_040 5","HOGR",1,0,0,0,3316,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 5"
"218","20120308_040 5","RTLO",1,0,0,0,3316,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 5"
"219","20120308_040 6","RTLO",2,0,2,2,3326,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 6"
"220","20120308_040 6","UNGU",1,0,1,1,3326,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 6"
"221","20120308_040 7","UNGU",1,0,1,1,3331,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 7"
"222","20120308_040 8","COGO",0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"0 8"
"223","20120308_040 8","COME",41,17,34,35,6021,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 8"
"224","20120308_040 8","HASE",2,0,0,0,3345,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 8"
"225","20120308_040 8","RBME",145,53,76,0,6021,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 8"
"226","20120308_040 8","UNCO",12,2,4,12,6021,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 8"
"227","20120308_040 8","UNGU",3,0,3,6,3353,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 8"
"228","20120308_040 8","UNME",0,15,0,0,6016,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"0 8"
"229","20120308_040 9","RTLO",3,0,0,0,3366,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 9"
"230","20120308_040 9","UNGU",3,0,0,0,3365,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 9"
"231","20120308_042 1","OLDS",1,1,0,0,6068,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"2 1"
"232","20120308_042 2","OLDS",2,2,2,2,6072,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"2 2"
"233","20120308_042 3","OLDS",1,0,0,0,3425,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"2 3"
"234","20120308_043 1","SUSC",3,3,3,3,6293,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"3 1"
"235","20120308_043 2","WWSC",2,2,0,2,6308,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"3 2"
"236","20120308_043 3","SUSC",1,1,1,1,6315,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"3 3"
"237","20120308_043 4","WWSC",5,3,5,5,6320,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"3 4"
"238","20120308_043 5","SUSC",38,38,21,35,6330,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"3 5"
"239","20120308_043 5","UNSC",0,0,31,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,1,"3 5"
"240","20120308_043 5","WWSC",11,11,0,0,6329,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"3 5"
"241","20120308_044 1","SUSC",0,0,10,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,4,"4 1"
"242","20120308_044 1","WWSC",0,0,4,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,0,4,"4 1"
"243","20120308_044 2","BUFF",12,5,10,13,6382,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 2"
"244","20120308_044 3","BUFF",3,3,3,3,6403,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"4 3"
"245","20120308_044 4","BLBR",13,0,7,5,3603,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 4"
"246","20120308_044 4","UNGU",11,2,8,7,6491,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 4"
"247","20120308_046 1","HASE",1,1,1,1,6628,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"6 1"
"248","20120308_046 2","GWGU",0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,1,"6 2"
"249","20120308_046 2","UNGU",1,1,1,0,6630,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"6 2"
"250","20120308_046 3","COMU",1,1,1,1,6656,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"6 3"
"251","20120308_046 4","UBWG",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,0,1,"6 4"
"252","20120308_047 1","COMU",7,7,7,7,6690,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"7 1"
"253","20120308_047 2","COMU",1,1,0,1,6719,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"7 2"
"254","20120308_047 3","COMU",1,1,0,0,6736,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"7 3"
"255","20120308_047 4","UBWG",1,0,1,1,3781,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"7 4"
"256","20120308_047 5","COMU",3,0,0,0,3790,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"7 5"
"257","20120308_047 5","HOGR",1,0,0,0,3789,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"7 5"
"258","20120308_047 6","COMU",12,5,2,3,6797,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"7 6"
"259","20120308_047 6","UNAC",0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,1,"7 6"
"260","20120308_047 6","UNDD",0,0,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,1,"7 6"
"261","20120308_047 7","COMU",1,1,0,0,6808,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"7 7"
"262","20120308_047 8","COMU",1,1,1,0,6822,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"7 8"
"263","20120308_048 1","PIGU",1,0,0,0,3881,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"8 1"
"264","20120308_048 2","HASE",2,3,3,2,6972,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"8 2"
"265","20120308_048 2","UNGU",2,0,0,0,3905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"8 2"
"266","20120308_048 3","UNSB",1,0,0,0,3918,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"8 3"
"267","20120308_048 3","UNSC",0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,1,"8 3"
"268","20120308_051 1","COMU",1,1,1,1,7390,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"1 1"
"269","20120308_062 1","COMU",0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,1,"2 1"
"270","20120308_063 1","COMU",0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"3 1"
"271","20120308_063 2","COMU",1,0,0,1,5029,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"3 2"
"272","20120308_063 3","COMU",1,1,1,1,9054,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"3 3"
"273","20120308_067 1","OLDS",1,0,0,0,5241,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"7 1"
"274","20120308_067 2","WWSC",2,2,2,2,9495,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"7 2"
"275","20120308_067 3","BLBR",1,0,3,3,5276,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"7 3"
"276","20120308_067 4","COLO",1,1,1,1,9521,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"7 4"
"277","20120308_068 1","OLDS",0,1,1,1,9625,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"8 1"
"278","20120308_068 2","OLDS",2,2,2,2,9646,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"8 2"
"279","20120308_068 3","COLO",1,1,1,1,9702,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"8 3"
"280","20120308_069 1","SUSC",0,1,0,1,9746,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,1,"9 1"
"281","20120308_069 2","UNSC",0,0,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,1,"9 2"
"282","20120308_069 2","WWSC",7,7,7,0,9818,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,1,"9 2"
"283","20120308_069 3","WWSC",3,3,3,3,9837,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"9 3"
"284","20120308_069 4","SUSC",5,4,1,7,9868,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"9 4"
"285","20120308_069 5","SUSC",4,1,2,5,9899,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"9 5"
"286","20120308_070 1","SUSC",0,2,0,0,9913,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"0 1"
"287","20120308_070 2","WWSC",0,1,0,0,9926,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"0 2"
"288","20120308_070 3","OLDS",1,1,0,0,9948,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"0 3"
"289","20120308_070 4","OLDS",1,0,0,0,5518,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"0 4"
"290","20120308_071 1","SUSC",5,5,6,7,10083,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"1 1"
"291","20120308_071 2","SUSC",1,0,1,1,5596,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"1 2"
"292","20120308_071 2","UNSB",1,0,0,0,5592,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"1 2"
"293","20120308_071 2","UNSC",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,1,"1 2"
"294","20120308_071 2","WWSC",4,2,0,0,10083,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"1 2"
"295","20120308_071 3","WWSC",3,3,3,3,10111,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"1 3"
"296","20120308_071 4","SUSC",1,0,0,0,5601,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"1 4"
"297","20120308_071 5","SUSC",1,0,0,0,5619,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"1 5"
"298","20120308_071 6","WWSC",4,4,4,4,10172,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"1 6"
"299","20120308_072 1","COLO",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,4,"2 1"
"300","20120308_072 2","SUSC",5,5,4,4,10230,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"2 2"
"301","20120308_072 3","COLO",1,0,0,0,5671,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"2 3"
"302","20120308_072 4","SUSC",5,2,2,0,10339,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"2 4"
"303","20120308_072 5","UNGU",0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,0,1,"2 5"
"304","20120308_083 1","AMWI",6,5,6,5,11138,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"3 1"
"305","20120308_083 1","BLBR",5,0,7,0,6199,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,1,1,"3 1"
"306","20120308_083 1","MALL",3,3,0,0,11137,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"3 1"
"307","20120308_083 2","AMWI",6,3,3,0,11164,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"3 2"
"308","20120308_083 3","AMWI",22,21,10,10,11192,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"3 3"
"309","20120308_083 3","BLBR",1,0,0,0,6230,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"3 3"
"310","20120308_083 3","BUFF",1,0,0,0,6234,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"3 3"
"311","20120308_083 3","COGO",1,1,0,0,11186,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"3 3"
"312","20120308_083 3","UNDU",1,0,0,0,6238,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"3 3"
"313","20120308_083 3","UNLO",1,0,0,0,6236,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"3 3"
"314","20120308_083 4","BLBR",0,3,3,3,11193,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"3 4"
"315","20120308_083 5","AMWI",35,20,15,2,11216,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"3 5"
"316","20120308_083 5","BUFF",3,3,0,0,11212,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"3 5"
"317","20120308_083 6","BUFF",7,1,4,0,11255,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"3 6"
"318","20120308_083 7","AMWI",2,0,0,0,6280,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"3 7"
"319","20120308_083 7","BUFF",3,1,0,3,11276,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"3 7"
"320","20120308_083 7","UNDU",1,0,0,0,6281,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"3 7"
"321","20120308_084 1","BLBR",0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,0,4,"4 1"
"322","20120308_084 1","BUFF",0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,4,"4 1"
"323","20120308_084 2","BUFF",0,3,6,2,11294,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,1,1,"4 2"
"324","20120308_084 2","HASE",0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,1,"4 2"
"325","20120308_084 2","RBME",1,0,0,0,6320,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 2"
"326","20120308_084 2","SUSC",1,0,0,0,6307,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 2"
